playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
fislewe01,1873,1,PH1,NA,44,218,44,75,11,4,1,42,2,1,2,2,,,,,
fleetfr01,1873,1,ELI,NA,22,90,11,23,2,0,0,10,0,1,1,2,,,,,
forceda01,1873,1,BL1,NA,49,234,77,86,8,1,0,31,1,0,9,0,,,,,
frencbi01,1873,1,BL4,NA,5,18,3,4,0,0,0,1,0,0,0,0,,,,,
fulmech01,1873,1,PH2,NA,49,236,42,66,11,3,1,38,3,1,2,3,,,,,
gedneco01,1873,1,NY2,NA,53,224,41,60,5,5,1,25,1,0,7,5,,,,,
gerhajo01,1873,1,WS5,NA,13,56,6,12,3,0,0,7,0,0,0,5,,,,,
glennjo01,1873,1,WS5,NA,39,185,39,49,8,2,1,21,2,1,3,0,,,,,
goldswa01,1873,1,BL4,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
greasjo01,1873,1,WS5,NA,7,28,4,4,0,0,0,1,1,0,1,1,,,,,
hallge01,1873,1,BL1,NA,35,168,44,58,6,3,0,30,0,0,2,0,,,,,
hastisc01,1873,1,BL1,NA,30,146,41,41,4,0,0,15,4,2,4,1,,,,,
hatfijo01,1873,1,NY2,NA,52,255,54,78,5,6,2,45,2,0,3,2,,,,,
hicksna01,1873,1,NY2,NA,28,121,12,29,1,2,1,14,2,0,7,0,,,,,
highadi01,1873,1,NY2,NA,49,245,57,77,5,4,0,34,1,3,2,1,,,,,
hinespa01,1873,1,WS5,NA,39,181,33,60,6,3,1,29,0,1,1,1,,,,,
holdsji01,1873,1,NY2,NA,53,233,46,75,4,8,0,28,1,0,0,3,,,,,
holliho01,1873,1,WS5,NA,30,136,25,35,2,2,0,22,0,0,0,6,,,,,
hoopemi01,1873,1,BL4,NA,3,14,3,3,1,0,0,2,0,0,0,0,,,,,
johnsto01,1873,1,BL4,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
jones01,1873,1,BL4,NA,1,4,0,3,0,0,0,1,0,0,0,0,,,,,
kernajo01,1873,1,BL4,NA,2,8,1,3,0,0,0,1,0,0,0,0,,,,,
kesslhe01,1873,1,BR2,NA,1,5,0,1,0,0,0,1,0,0,0,0,,,,,
kohlehe01,1873,1,BL4,NA,6,25,2,3,0,0,0,1,0,0,0,1,,,,,
laughbe01,1873,1,ELI,NA,12,50,3,12,0,0,0,6,0,0,0,0,,,,,
lennobi01,1873,1,BL4,NA,5,19,2,4,0,0,0,2,0,0,0,0,,,,,
leonaan01,1873,1,BS1,NA,58,302,81,95,12,7,0,61,5,6,4,0,,,,,
lovetle01,1873,1,ELI,NA,1,5,1,2,0,0,0,1,0,0,0,0,,,,,
mackde01,1873,1,PH2,NA,48,205,55,60,5,0,0,20,6,2,15,9,,,,,
malonfe01,1873,1,PH2,NA,53,259,59,75,11,2,0,43,2,1,14,7,,,,,
mannija01,1873,1,BS1,NA,32,159,29,43,6,1,0,22,1,0,1,11,,,,,
martiph01,1873,1,NY2,NA,31,140,12,31,1,0,0,14,0,1,0,4,,,,,
mathebo01,1873,1,NY2,NA,52,223,40,43,3,3,0,13,1,1,10,3,,,,,
mcbridi01,1873,1,PH1,NA,49,253,41,71,6,0,0,41,0,0,2,0,,,,,
mcdoo01,1873,1,BL4,NA,1,4,1,0,0,0,0,0,0,0,0,0,,,,,
mcgeami01,1873,1,PH1,NA,52,275,63,83,8,1,0,31,3,6,1,1,,,,,
mcmuljo01,1873,1,PH1,NA,52,227,54,62,7,1,0,29,9,1,8,4,,,,,
mcveyca01,1873,1,BL1,NA,38,192,49,73,4,5,2,34,1,0,3,2,,,,,
meyerle01,1873,1,PH2,NA,48,238,53,83,14,4,3,58,5,0,2,0,,,,,
millsev01,1873,1,BL1,NA,54,263,64,87,19,9,0,57,1,0,2,1,,,,,
murnati01,1873,1,PH1,NA,41,176,53,39,3,0,1,10,7,2,8,13,,,,,
nelsoca01,1873,1,NY2,NA,36,168,28,55,4,1,0,22,2,0,1,2,,,,,
nevinal01,1873,1,ELI,NA,13,53,7,11,1,2,0,2,0,0,0,3,,,,,
orourji01,1873,1,BS1,NA,57,280,79,98,19,3,1,48,4,2,14,1,,,,,
paborch01,1873,1,BR2,NA,55,228,36,82,8,3,0,42,2,0,6,3,,,,,
pearcdi01,1873,1,BR2,NA,55,262,42,72,5,0,1,26,2,0,8,2,,,,,
phelpne01,1873,1,NY2,NA,1,6,0,0,0,0,0,0,0,0,0,0,,,,,
pikeli01,1873,1,BL1,NA,56,286,71,90,14,8,4,50,8,1,7,4,,,,,
popplge01,1873,1,BL4,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
radcljo01,1873,1,BL1,NA,45,245,59,70,7,0,0,33,0,0,3,2,,,,,
reachal01,1873,1,PH1,NA,13,73,13,16,5,1,0,9,2,0,0,0,,,,,
reachbo01,1873,1,WS5,NA,1,5,1,1,0,0,0,0,0,0,0,0,,,,,
remseja01,1873,1,BR2,NA,50,207,29,61,4,6,1,29,1,2,2,2,,,,,
rogerfr01,1873,1,BS1,NA,1,6,1,2,1,0,0,2,0,0,0,1,,,,,
ryanjo01,1873,1,PH2,NA,2,8,1,2,0,0,0,1,0,0,0,0,,,,,
saylo01,1873,1,BL4,NA,3,12,1,2,0,0,0,2,0,0,0,0,,,,,
schafha01,1873,1,BS1,NA,60,295,65,79,12,3,2,46,3,4,3,1,,,,,
selmafr01,1873,1,BL4,NA,1,3,1,1,0,0,0,0,0,0,0,0,,,,,
senseco01,1873,1,PH1,NA,20,86,12,24,1,0,0,8,0,2,0,2,,,,,
sheppjo01,1873,1,BL4,NA,3,11,1,0,0,0,0,0,0,0,0,1,,,,,
simpsma01,1873,1,BL4,NA,4,15,4,2,0,0,0,2,0,0,0,0,,,,,
smithbi01,1873,1,BL4,NA,6,23,2,4,0,0,0,1,0,0,0,0,,,,,
smithjo01,1873,1,BL4,NA,5,19,2,2,0,0,0,1,0,0,0,1,,,,,
snydepo01,1873,1,WS5,NA,28,108,16,21,2,0,0,4,0,1,3,3,,,,,
spaldal01,1873,1,BS1,NA,60,322,83,106,18,2,1,60,1,0,3,1,,,,,
startjo01,1873,1,NY2,NA,53,251,42,67,8,3,1,28,1,0,4,0,,,,,
stearbi01,1873,1,WS5,NA,32,133,22,24,0,0,0,8,0,0,4,9,,,,,
strated01,1873,1,BL4,NA,4,16,2,2,0,0,0,0,0,0,0,0,,,,,
suttoez01,1873,1,PH1,NA,51,242,51,81,7,6,0,33,1,3,2,2,,,,,
swandma01,1873,1,ELI,NA,2,9,1,1,0,0,0,1,0,0,0,0,,,,,
sweasch01,1873,1,BS1,NA,1,4,0,1,0,0,0,0,0,0,0,0,,,,,
treacfr01,1873,1,PH2,NA,51,243,49,62,7,2,1,32,2,3,5,6,,,,,
wallho01,1873,1,WS5,NA,1,4,1,1,0,0,0,0,0,0,0,0,,,,,
waterfr01,1873,1,WS5,NA,15,80,20,28,1,1,0,12,0,0,1,1,,,,,
whitede01,1873,1,BS1,NA,60,310,79,121,15,6,0,66,6,2,0,2,,,,,
whitewa01,1873,1,WS5,NA,39,160,29,43,3,4,0,21,1,1,0,1,,,,,
woltery01,1873,1,ELI,NA,1,4,1,0,0,0,0,0,0,0,0,0,,,,,
woodhre01,1873,1,BL4,NA,1,5,1,0,0,0,0,0,0,0,0,0,,,,,
woodji01,1873,1,PH2,NA,42,209,67,67,11,1,0,27,8,3,8,1,,,,,
wordsfa01,1873,1,ELI,NA,12,42,5,10,0,0,0,3,0,0,2,1,,,,,
wrighge01,1873,1,BS1,NA,59,325,99,126,19,8,3,50,3,5,8,2,,,,,
wrighha01,1873,1,BS1,NA,58,266,57,67,10,4,2,35,1,1,10,3,,,,,
yorkto01,1873,1,BL1,NA,57,277,70,84,10,7,2,49,3,1,3,3,,,,,
zettlge01,1873,1,PH2,NA,51,241,39,50,2,0,0,22,3,0,1,4,,,,,
addybo01,1874,1,HR1,NA,50,213,25,51,9,2,0,23,4,2,1,0,,,,,
allisdo01,1874,1,NY2,NA,65,318,68,90,7,5,0,28,1,0,6,5,,,,,
ansonca01,1874,1,PH1,NA,55,259,51,87,8,3,0,37,6,0,4,1,,,,,
barloto01,1874,1,HR1,NA,32,156,37,46,4,1,0,10,9,2,0,2,,,,,
barnero01,1874,1,BS1,NA,51,259,72,88,12,4,0,41,8,7,8,2,,,,,
barnibi01,1874,1,HR1,NA,45,190,21,35,4,2,0,19,2,2,1,13,,,,,
battijo01,1874,1,PH1,NA,51,226,40,52,11,1,0,27,3,2,1,7,,,,,
bealsto01,1874,1,BS1,NA,19,97,20,19,3,4,0,17,0,1,0,2,,,,,
bechtge01,1874,1,PH2,NA,32,151,29,42,4,5,1,34,0,0,2,1,,,,,
bielaos01,1874,1,BL1,NA,43,187,24,45,0,0,0,8,3,1,2,4,,,,,
boardfr01,1874,1,BL1,NA,1,4,0,1,0,0,0,0,0,0,0,0,,,,,
bondto01,1874,1,BR2,NA,55,245,25,54,10,1,0,20,0,0,1,5,,,,,
boothed01,1874,1,BR2,NA,44,185,24,47,4,3,1,16,0,0,3,3,,,,,
boydbi01,1874,1,HR1,NA,26,117,22,41,8,4,0,20,1,0,1,2,,,,,
bradyst01,1874,1,HR1,NA,27,118,19,37,5,1,0,14,1,2,2,10,,,,,
brainas01,1874,1,BL1,NA,47,196,19,47,3,0,0,8,0,3,2,3,,,,,
brown01,1874,1,BL1,NA,2,9,0,0,0,0,0,0,0,0,0,0,,,,,
burdoja01,1874,1,NY2,NA,61,273,45,75,11,4,1,27,4,0,1,5,,,,,
careyto01,1874,1,NY2,NA,64,286,56,82,10,3,1,39,3,0,2,4,,,,,
carlle01,1874,1,BL1,NA,1,3,0,0,0,0,0,0,0,0,0,0,,,,,
chapmja01,1874,1,BR2,NA,53,242,32,64,10,2,0,25,2,1,4,11,,,,,
clackbo01,1874,1,BR2,NA,33,135,22,23,1,0,0,13,0,0,4,2,,,,,
clappjo01,1874,1,PH1,NA,39,165,46,48,7,4,3,20,2,0,1,1,,,,,
clintji01,1874,1,BR2,NA,2,11,3,2,1,0,0,2,0,0,0,2,,,,,
collida01,1874,1,CH2,NA,3,12,1,1,1,0,0,0,1,0,0,2,,,,,
connete01,1874,1,CH2,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
cravebi01,1874,1,PH2,NA,55,265,68,91,19,11,0,56,11,3,4,2,,,,,
cummica01,1874,1,PH2,NA,54,231,32,52,4,2,0,19,1,1,0,12,,,,,
cuthbne01,1874,1,CH2,NA,58,295,65,79,6,1,2,22,8,0,5,5,,,,,
deaneha01,1874,1,BL1,NA,47,203,29,50,8,1,0,13,2,1,5,3,,,,,
dehlmhe01,1874,1,BR2,NA,53,218,40,49,3,1,0,18,2,0,7,5,,,,,
devliji01,1874,1,CH2,NA,45,203,26,58,5,0,0,27,2,1,2,9,,,,,
donnepe01,1874,1,PH2,NA,6,22,2,5,0,0,0,2,0,0,0,0,,,,,
eggleda01,1874,1,PH2,NA,58,299,70,95,13,8,0,31,5,6,5,1,,,,,
farreja01,1874,1,HR1,NA,3,13,3,5,0,0,0,0,0,0,1,0,,,,,
farrojo01,1874,1,BR2,NA,27,122,16,26,3,0,0,10,0,0,1,1,,,,,
fergubo01,1874,1,BR2,NA,56,245,34,64,4,0,0,18,4,3,2,7,,,,,
fishech01,1874,1,HR1,NA,52,241,28,54,7,0,0,28,0,2,2,6,,,,,
fislewe01,1874,1,PH1,NA,37,180,26,59,12,1,0,22,2,0,0,1,,,,,
fleetfr01,1874,1,BR2,NA,22,97,18,22,0,0,0,10,1,0,1,1,,,,,
forceda01,1874,1,CH2,NA,59,294,61,92,9,0,0,26,4,0,3,1,,,,,
fulmech01,1874,1,PH2,NA,57,258,49,72,3,2,0,37,0,2,2,5,,,,,
gaver01,1874,1,BR2,NA,1,4,1,0,0,0,0,0,0,0,0,0,,,,,
gedneco01,1874,1,PH1,NA,54,222,49,61,4,1,1,34,2,2,7,11,,,,,
geerbi01,1874,1,NY2,NA,2,8,0,2,0,0,0,1,0,0,0,0,,,,,
gerhajo01,1874,1,BL1,NA,14,61,10,19,0,1,0,6,0,0,0,0,,,,,
gilro01,1874,1,CH2,NA,8,38,4,8,1,0,0,7,0,0,1,3,,,,,
glennjo01,1874,1,CH2,NA,55,237,33,67,9,0,0,33,2,2,5,4,,,,,
gouldch01,1874,1,BL1,NA,33,143,20,32,6,0,0,14,1,0,2,1,,,,,
hallge01,1874,1,BS1,NA,47,222,58,64,10,8,1,32,2,0,1,0,,,,,
hallji01,1874,1,BR2,NA,2,9,0,1,0,0,0,0,0,0,0,0,,,,,
hastisc01,1874,1,HR1,NA,52,246,60,80,11,2,0,29,7,4,5,3,,,,,
hatfijo01,1874,1,NY2,NA,63,292,47,66,12,1,0,30,4,0,7,12,,,,,
hicksna01,1874,1,PH2,NA,58,266,51,73,8,1,0,30,3,2,5,4,,,,,
highadi01,1874,1,NY2,NA,65,333,58,87,14,3,1,37,5,3,4,0,,,,,
hinespa01,1874,1,CH2,NA,59,271,47,80,10,2,0,34,4,1,4,4,,,,,
hodesch01,1874,1,BR2,NA,21,81,8,12,3,0,0,7,0,0,0,2,,,,,
holdsji01,1874,1,PH2,NA,57,285,60,97,8,9,0,37,1,2,1,0,,,,,
jones01,1874,1,BL1,NA,2,7,0,1,0,0,0,1,0,0,0,0,,,,,
kesslhe01,1874,1,BR2,NA,14,56,8,17,1,0,0,4,0,0,0,2,,,,,
knowdja01,1874,1,BR2,NA,24,86,8,12,1,1,0,3,1,0,1,3,,,,,
kohlehe01,1874,1,BL1,NA,2,4,0,0,0,0,0,0,0,0,0,0,,,,,
ledwimi01,1874,1,BR2,NA,1,4,1,1,0,0,0,1,0,0,0,0,,,,,
leonaan01,1874,1,BS1,NA,71,339,68,108,18,4,0,51,11,3,2,2,,,,,
mackde01,1874,1,PH2,NA,56,246,48,51,8,4,0,22,4,0,2,3,,,,,
malonfe01,1874,1,CH2,NA,47,223,33,56,5,0,0,29,2,1,4,0,,,,,
mannija01,1874,1,BL1,NA,42,174,32,61,8,2,0,18,0,0,2,2,,,,,
mannija01,1874,2,HR1,NA,1,5,1,1,0,0,0,0,0,0,0,0,,,,,
martial01,1874,1,BR2,NA,7,29,1,4,0,0,0,1,0,0,0,1,,,,,
mathebo01,1874,1,NY2,NA,65,298,46,72,6,1,0,30,2,0,3,3,,,,,
mcbridi01,1874,1,PH1,NA,55,263,30,57,7,1,0,34,1,0,1,5,,,,,
mcgeami01,1874,1,PH1,NA,54,271,61,87,10,2,0,22,10,2,1,2,,,,,
mcgeepa01,1874,1,BR2,NA,16,65,4,11,1,0,0,6,0,0,0,3,,,,,
mckenfr01,1874,1,PH2,NA,1,4,0,0,0,0,0,0,0,0,0,1,,,,,
mcmuljo01,1874,1,PH1,NA,55,260,61,90,10,2,2,32,4,3,8,12,,,,,
mcveyca01,1874,1,BS1,NA,70,343,91,123,21,6,3,71,5,0,1,3,,,,,
meyerle01,1874,1,CH2,NA,53,254,65,100,19,1,1,47,3,1,3,4,,,,,
milleto01,1874,1,PH1,NA,4,16,1,8,0,0,0,5,0,0,0,0,,,,,
millsev01,1874,1,HR1,NA,53,243,39,69,6,1,0,17,0,1,4,2,,,,,
murnati01,1874,1,PH1,NA,21,82,11,17,2,0,0,11,0,1,1,3,,,,,
nelsoca01,1874,1,NY2,NA,65,297,55,73,7,5,0,32,6,0,9,5,,,,,
oneal01,1874,1,HR1,NA,1,3,0,0,0,0,0,0,0,0,0,1,,,,,
orourji01,1874,1,BS1,NA,70,331,82,104,15,8,5,61,11,1,4,5,,,,,
paborch01,1874,1,PH2,NA,17,77,11,17,0,1,0,1,0,1,0,0,,,,,
patteda01,1874,1,NY2,NA,1,5,1,2,0,0,0,2,0,0,0,0,,,,,
pearcdi01,1874,1,BR2,NA,56,255,48,75,1,0,0,25,1,0,6,1,,,,,
peterjo01,1874,1,CH2,NA,55,239,39,69,10,0,1,25,2,2,2,11,,,,,
phelpne01,1874,1,NY2,NA,6,24,5,3,0,0,0,2,0,0,0,0,,,,,
pikeli01,1874,1,HR1,NA,52,234,58,83,22,5,1,51,3,1,5,0,,,,,
quinl01,1874,1,PH2,NA,1,4,0,1,0,0,0,1,0,0,0,0,,,,,
radcljo01,1874,1,PH2,NA,23,103,20,25,7,0,1,14,1,1,2,0,,,,,
reachal01,1874,1,PH1,NA,14,55,8,7,2,0,0,2,0,0,0,4,,,,,
reedhu01,1874,1,BL1,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
remseja01,1874,1,NY2,NA,64,284,52,65,9,3,2,37,6,0,0,5,,,,,
revilhe01,1874,1,BL1,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
ryanjo01,1874,1,BL1,NA,47,182,29,35,8,1,0,19,3,0,5,13,,,,,
saylo01,1874,1,BL1,NA,18,66,4,14,3,0,0,5,0,0,0,1,,,,,
schafha01,1874,1,BS1,NA,71,327,69,87,10,2,1,45,2,4,1,5,,,,,
selmafr01,1874,1,BL1,NA,12,54,9,16,3,2,0,5,2,0,0,2,,,,,
senseco01,1874,1,PH1,NA,5,16,3,3,0,0,0,2,0,0,0,0,,,,,
shaffor01,1874,1,HR1,NA,9,35,6,8,0,0,1,3,0,0,0,3,,,,,
shaffor01,1874,2,NY2,NA,1,5,1,1,0,0,0,0,0,0,0,0,,,,,
smilebi01,1874,1,BL1,NA,2,7,0,0,0,0,0,0,0,0,0,0,,,,,
smithjo01,1874,1,BL1,NA,6,21,1,4,1,0,0,1,0,0,0,1,,,,,
snowch01,1874,1,BR2,NA,1,1,0,1,0,0,0,0,0,0,0,0,,,,,
snydepo01,1874,1,BL1,NA,39,151,24,33,4,0,1,17,0,0,1,2,,,,,
spaldal01,1874,1,BS1,NA,71,362,80,119,13,1,0,54,2,1,3,0,,,,,
startjo01,1874,1,NY2,NA,63,306,67,96,13,3,2,45,5,0,4,0,,,,,
stearbi01,1874,1,HR1,NA,33,132,16,21,1,0,0,9,0,0,7,7,,,,,
suttoez01,1874,1,PH1,NA,55,243,54,71,10,3,0,28,6,4,0,2,,,,,
sweasch01,1874,1,BL1,NA,8,33,2,8,0,0,0,4,0,0,2,0,,,,,
sweasch01,1874,2,BR2,NA,10,44,4,5,1,0,0,3,0,0,0,0,,,,,
tayloza01,1874,1,BL1,NA,13,48,3,12,0,0,0,3,0,0,0,1,,,,,
tippeji01,1874,1,HR1,NA,45,197,36,60,8,0,0,20,0,1,1,7,,,,,
treacfr01,1874,1,CH2,NA,35,148,18,28,5,0,0,12,4,4,2,6,,,,,
westbi01,1874,1,BR2,NA,9,35,4,8,1,0,0,2,0,0,1,2,,,,,
whitede01,1874,1,BS1,NA,70,353,75,106,5,7,3,52,1,1,4,0,,,,,
whitewa01,1874,1,BL1,NA,45,212,21,57,1,0,0,18,1,0,1,2,,,,,
wood01,1874,1,BL1,NA,1,5,0,0,0,0,0,0,0,0,0,1,,,,,
wrighge01,1874,1,BS1,NA,60,313,76,103,10,15,2,44,2,0,5,6,,,,,
wrighha01,1874,1,BS1,NA,40,184,44,58,4,2,2,27,1,0,4,2,,,,,
yorkto01,1874,1,PH2,NA,50,224,36,56,4,7,0,37,1,0,5,4,,,,,
zettlge01,1874,1,CH2,NA,57,244,26,47,7,0,0,18,0,0,1,5,,,,,
abadijo01,1875,1,PH3,NA,11,45,3,10,0,0,0,4,1,0,0,3,,,,,
abadijo01,1875,2,BR2,NA,1,4,1,1,0,0,0,1,0,0,0,0,,,,,
addybo01,1875,1,PH2,NA,69,310,60,80,8,4,0,43,16,8,0,2,,,,,
allisar01,1875,1,WS6,NA,26,112,18,24,3,1,0,3,6,0,1,2,,,,,
allisar01,1875,2,HR1,NA,40,175,26,42,4,1,1,19,1,2,0,3,,,,,
allisdo01,1875,1,HR1,NA,61,269,38,67,7,0,0,21,2,0,6,3,,,,,
ansonca01,1875,1,PH1,NA,69,326,84,106,15,3,0,58,11,6,4,2,,,,,
arundha01,1875,1,BR2,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
banckst01,1875,1,NH1,NA,19,72,3,11,0,0,0,2,1,0,0,3,,,,,
barloto01,1875,1,NH1,NA,1,5,1,1,0,0,0,0,0,0,0,0,,,,,
barloto01,1875,2,BR2,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
barnero01,1875,1,BS1,NA,78,393,115,143,20,4,1,58,29,6,7,3,,,,,
barnibi01,1875,1,KEO,NA,10,36,3,4,1,0,0,2,0,0,0,3,,,,,
barnibi01,1875,2,NY2,NA,9,34,1,5,0,0,0,1,0,0,1,0,,,,,
battijo01,1875,1,SL2,NA,67,284,31,71,6,3,0,33,15,3,0,6,,,,,
bealsto01,1875,1,BS1,NA,35,155,38,41,2,6,0,16,1,0,3,1,,,,,
bechtge01,1875,1,PH3,NA,14,61,12,17,5,0,0,7,0,0,1,1,,,,,
bechtge01,1875,2,PH1,NA,35,164,33,46,6,2,0,20,2,0,1,3,,,,,
bielaos01,1875,1,CH2,NA,51,201,21,48,1,0,0,11,5,5,2,5,,,,,
blongjo01,1875,1,SL1,NA,16,68,3,10,2,0,0,5,1,0,0,7,,,,,
bolan01,1875,1,BR2,NA,1,4,0,0,0,0,0,0,0,0,0,0,,,,,
bondto01,1875,1,HR1,NA,72,289,32,77,11,3,0,33,5,1,0,5,,,,,
booth01,1875,1,NH1,NA,1,2,0,0,0,0,0,0,0,0,0,1,,,,,
boothed01,1875,1,NY2,NA,68,281,33,56,3,4,0,18,4,3,0,2,,,,,
bordejo01,1875,1,PH2,NA,7,28,3,3,0,0,0,1,0,0,0,1,,,,,
boydbi01,1875,1,BR2,NA,36,151,14,44,11,0,1,10,0,0,1,0,,,,,
bradlge01,1875,1,SL2,NA,60,254,28,62,7,3,0,24,3,3,1,19,,,,,
brady01,1875,1,CH2,NA,1,4,1,1,0,1,0,0,0,0,0,0,,,,,
bradyst01,1875,1,WS6,NA,21,91,7,13,0,0,0,3,5,0,0,4,,,,,
bradyst01,1875,2,HR1,NA,1,4,0,0,0,0,0,0,0,0,0,1,,,,,
brannmi01,1875,1,CH2,NA,2,9,2,1,0,0,0,0,2,0,0,0,,,,,
brownol01,1875,1,BR2,NA,3,10,0,0,0,0,0,0,0,0,0,0,,,,,
burdoja01,1875,1,HR1,NA,74,350,72,103,12,5,0,35,20,11,3,13,,,,,
bushodo01,1875,1,BR2,NA,1,5,0,3,0,1,0,0,0,0,0,0,,,,,
carbijo01,1875,1,KEO,NA,10,36,0,3,0,0,0,2,0,0,0,1,,,,,
careyto01,1875,1,HR1,NA,86,382,63,101,6,2,0,38,13,3,1,3,,,,,
cassijo01,1875,1,BR2,NA,41,166,14,29,3,2,1,6,0,0,0,4,,,,,
cassijo01,1875,2,NH1,NA,6,22,3,3,1,0,0,1,0,1,0,1,,,,,
chapmja01,1875,1,SL2,NA,43,195,28,44,5,3,0,30,4,1,1,7,,,,,
clackbo01,1875,1,BR2,NA,17,59,1,6,0,0,0,1,0,0,0,3,,,,,
clappjo01,1875,1,PH1,NA,60,292,65,77,8,7,0,39,9,5,7,1,,,,,
clintji01,1875,1,BR2,NA,22,81,3,10,0,0,0,0,0,0,0,0,,,,,
coonwi01,1875,1,PH1,NA,4,12,1,2,0,0,0,1,1,0,0,0,,,,,
cranefr01,1875,1,BR2,NA,21,81,7,17,1,0,0,4,0,0,0,4,,,,,
cravebi01,1875,1,PH3,NA,14,65,8,18,4,2,0,5,1,0,2,4,,,,,
cravebi01,1875,2,PH1,NA,54,260,71,83,11,11,2,40,8,4,4,5,,,,,
croftar01,1875,1,SL1,NA,19,75,5,15,3,0,0,2,5,1,0,2,,,,,
crowlbi01,1875,1,PH2,NA,9,37,4,3,0,0,0,3,0,0,1,0,,,,,
cummica01,1875,1,HR1,NA,53,221,30,44,7,2,0,15,1,0,3,11,,,,,
cuthbne01,1875,1,SL2,NA,68,319,68,78,9,2,0,17,18,1,3,8,,,,,
dailejo01,1875,1,WS6,NA,27,110,16,20,5,4,0,13,3,2,0,1,,,,,
dailejo01,1875,2,BR2,NA,2,8,3,1,0,0,0,0,0,0,0,1,,,,,
dehlmhe01,1875,1,SL2,NA,67,254,42,57,12,2,0,14,23,9,11,21,,,,,
devliji01,1875,1,CH2,NA,69,318,60,92,17,6,0,40,6,1,4,4,,,,,
dillojo01,1875,1,SL1,NA,1,1,0,0,0,0,0,0,0,0,0,0,,,,,
dillopa01,1875,1,SL1,NA,3,13,1,3,1,0,0,1,0,0,0,0,,,,,
dolele01,1875,1,NH1,NA,1,4,1,2,0,0,0,0,0,0,0,0,,,,,
doschhe01,1875,1,WS6,NA,22,81,5,15,4,0,0,5,1,0,0,6,,,,,
edwar01,1875,1,BR2,NA,1,5,1,1,0,0,0,0,0,0,0,0,,,,,
eggleda01,1875,1,PH1,NA,66,295,66,89,13,7,0,33,6,5,1,10,,,,,
ellicjo01,1875,1,SL1,NA,7,27,1,6,1,0,0,1,1,0,0,1,,,,,
evans01,1875,1,NH1,NA,1,4,1,2,0,0,0,1,0,0,0,0,,,,,
fergubo01,1875,1,HR1,NA,85,366,65,88,10,4,0,43,2,1,3,5,,,,,
fieldsa01,1875,1,PH3,NA,3,11,2,1,0,0,0,0,0,0,0,0,,,,,
fieldsa01,1875,2,WS6,NA,5,16,0,5,0,0,0,1,1,0,0,1,,,,,
fishech01,1875,1,PH2,NA,41,177,26,41,3,1,0,11,4,3,1,6,,,,,
fislewe01,1875,1,PH1,NA,58,268,54,74,13,3,0,31,1,4,4,4,,,,,
fleetfr01,1875,1,SL2,NA,4,16,1,1,0,0,0,1,0,0,0,0,,,,,
fleetfr01,1875,2,BR2,NA,26,111,13,25,2,0,0,9,0,0,1,1,,,,,
flintsi01,1875,1,SL1,NA,17,61,4,5,0,0,0,1,2,0,1,10,,,,,
foleywi01,1875,1,CH2,NA,3,12,0,3,1,0,0,1,0,0,0,2,,,,,
forceda01,1875,1,PH1,NA,77,386,78,120,22,5,0,49,6,3,7,5,,,,,
fulmech01,1875,1,PH2,NA,69,295,50,65,6,1,0,24,10,4,0,6,,,,,
fulmewa01,1875,1,BR2,NA,1,4,1,2,0,0,0,1,0,0,0,0,,,,,
galvipu01,1875,1,SL2,NA,13,46,8,6,2,1,0,2,3,0,0,1,,,,,
gedneco01,1875,1,NY2,NA,68,267,30,55,12,2,0,17,2,3,0,8,,,,,
geerbi01,1875,1,NH1,NA,37,164,20,40,4,1,0,9,2,2,1,4,,,,,
gerhajo01,1875,1,NY2,NA,58,252,29,54,7,3,0,20,0,5,0,2,,,,,
gilgahu01,1875,1,BR2,NA,2,8,2,2,0,0,0,0,0,0,0,0,,,,,
gilmoji01,1875,1,WS6,NA,3,12,2,3,0,0,0,0,0,0,0,3,,,,,
gilro01,1875,1,PH1,NA,2,6,0,1,0,0,0,0,0,0,0,0,,,,,
glennjo01,1875,1,CH2,NA,69,308,46,75,8,0,0,27,10,2,3,6,,,,,
goldemi01,1875,1,KEO,NA,13,46,6,6,0,0,0,1,0,0,0,3,,,,,
goldemi01,1875,2,CH2,NA,39,155,16,40,3,0,0,14,3,2,2,10,,,,,
goldsfr01,1875,1,NH1,NA,1,4,0,2,0,0,0,1,0,0,0,0,,,,,
goldswa01,1875,1,KEO,NA,13,51,3,6,0,0,0,1,0,0,0,2,,,,,
gouldch01,1875,1,NH1,NA,27,109,9,29,4,1,0,8,0,1,1,2,,,,,
haguebi01,1875,1,SL2,NA,62,260,24,57,2,0,0,22,3,4,2,9,,,,,
hallge01,1875,1,PH1,NA,77,358,71,107,10,12,4,62,8,5,3,4,,,,,
halliji01,1875,1,KEO,NA,13,51,12,14,2,1,0,3,2,2,0,1,,,,,
